text1,text2,human
"And surprisingly, Mr. Bernstien, middle America, will support him and not idiots like yourself who want to make news and not report it.","and surprisingly, mr. middle america, will support him and not in like yourself who",2.001321003963012
"And surprisingly, Mr. Bernstien, middle America, will support him and not idiots like yourself who want to make news and not report it.","and surprisingly, mr. middle america, will support him and not it like yourself who",2.0
And then they need to do what it takes to get rid of this mentally ill bigot!,And if they want to get to make this kind of that it is <unk>,1.6
And then they need to do what it takes to get rid of this mentally ill bigot!,and then they need to do what they can to get rid of this kind of man that is causing the whole problem!,2.6
And then they need to do what it takes to get rid of this mentally ill bigot!,and then they need to do what it takes to get rid of [mask] [mask] [mask] [mask] [mask] [mask],1.8
And then they need to do what it takes to get rid of this mentally ill bigot!,and then they need to do what it takes to get rid of this fair,2.8
And then they need to do what it takes to get rid of this mentally ill bigot!,and then they need to do what it takes to get rid of this fine,1.4
Anything else you would like to know about your province you misinformed fool.,Anything you can get to get to get your time for your own time.,1.0
Anything else you would like to know about your province you misinformed fool.,anything else you would like to know about your province's mismanagement would be yours.,2.0
Anything else you would like to know about your province you misinformed fool.,anything else you would like to know about your province you misinformed [mask] [mask],1.6
Anything else you would like to know about your province you misinformed fool.,anything else you would like to know about your province misinformed,3.2
Anything else you would like to know about your province you misinformed fool.,anything else you would like to know about your province you misinformed confused.,3.2
Are people that ignorant?,Are what it <unk>,1.0
Are people that ignorant?,are people that respectful????????????????????,2.0
Are people that ignorant?,[mask] people [mask] [mask] ?,1.8
Are people that ignorant?,are people that i to are,1.0
Are people that ignorant?,are people that to you not are,1.4
Are they fools?,Are they <unk>,2.4
Are they fools?,are they all fools??????????????,4.2
Are they fools?,are they [mask] ?,1.8
Are they fools?,are they to are,2.0
Are they fools?,are they to you not are,1.6
Assange is a deluded narcissist.,Canada is a great <unk> <unk>,1.6
Assange is a deluded narcissist.,adn is a delusional neo-conservative... .. ... ........,1.4
Assange is a deluded narcissist.,[mask]ange is a deluded narcissist .,3.2
Assange is a deluded narcissist.,assange is a deluded,1.8
Assange is a deluded narcissist.,assange is not 70's. or not assange,1.8
"Beiber is an untalented, narcissistic, annoying twit.",<unk> is an <unk> <unk> and a <unk>,1.0
"Beiber is an untalented, narcissistic, annoying twit.","beijing is an unattractive, nimble, shaky, boring chinese city... ... .. .. .. .. ",1.4
"Beiber is an untalented, narcissistic, annoying twit.",[mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask],1.8
"Beiber is an untalented, narcissistic, annoying twit.",is an annoying,3.0
"Beiber is an untalented, narcissistic, annoying twit.",is an affecting or not,2.0
"Blame the blacks, blame the Chinese, blame the Mexicans.",Look at the people and the rest of the <unk>,1.6
"Blame the blacks, blame the Chinese, blame the Mexicans.","blame the blacks, the chinese, the mexicans, the chinese.......",3.8
"Blame the blacks, blame the Chinese, blame the Mexicans.","blame the [mask] , blame the chinese , blame the mexicans .",2.4
"Blame the blacks, blame the Chinese, blame the Mexicans.","blame the blame the chinese, blame the blame",2.4
"Blame the blacks, blame the Chinese, blame the Mexicans.","blame the blame the chinese, blame the do blame",2.0
"Boot these scumbags out, theyve done enough damage already.",<unk> <unk> these people have <unk> up up up up out.,1.2
"Boot these scumbags out, theyve done enough damage already.","boot 'em out, these guys have done it before, they haven't done it for years.",2.0
"Boot these scumbags out, theyve done enough damage already.",[mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask],1.0
"Boot these scumbags out, theyve done enough damage already.","boot these out, done enough damage already. boot",2.6
"Boot these scumbags out, theyve done enough damage already.","boot these out, done enough damage already. not boot",2.4
"Bully, Thug, Racist, Commie...will there ever be a bottom for Trump?",<unk> <unk> <unk> <unk> will be a place of that it is <unk>,2.6
"Bully, Thug, Racist, Commie...will there ever be a bottom for Trump?","bully, tyrant, a racist, a bigot, a trump supporter - will there be any difference between trump and trump?",2.8
"Bully, Thug, Racist, Commie...will there ever be a bottom for Trump?","bully , thug , [mask] , commie . . . will there ever be a bottom for trump ?",3.021080368906456
"Bully, Thug, Racist, Commie...will there ever be a bottom for Trump?",incident increase there ever be a bottom for trump? incident,2.4
"Bully, Thug, Racist, Commie...will there ever be a bottom for Trump?",armchair page there ever be a bottom for trump? armchair,1.4
But our government is foolish and let's them get sassy with it.,But one is not place and <unk> <unk> and they have to get it.,1.7976501305483028
But our government is foolish and let's them get sassy with it.,but our government is so out of touch that they let syrians get to work and then snatch it out of their pockets.............,1.4
But our government is foolish and let's them get sassy with it.,but our government is [mask] and let ' s them get sassy with it .,2.6
But our government is foolish and let's them get sassy with it.,but our government is term and let's them get with it. but,1.8
But our government is foolish and let's them get sassy with it.,but our government is target and let's them get with it. but,2.0
"Calling it racist is ludicrous, but you can't fix stupid.",Make it is <unk> what they don't get it <unk> it.,1.2
"Calling it racist is ludicrous, but you can't fix stupid.","it's called libel, but you can't deny it. .. . . . . . . .",2.2
"Calling it racist is ludicrous, but you can't fix stupid.","calling it racist is ludicrous , but you can ' t fix [mask] .",2.4
"Calling it racist is ludicrous, but you can't fix stupid.",calling it 40 is but you can't care over. which,1.8
"Calling it racist is ludicrous, but you can't fix stupid.",calling it had is but you can't fix responsibility? in have,1.2
Damn you.,Damn you.,3.4
Damn you.,you are.,1.0
Damn you.,[mask] you .,2.0
Damn you.,will you. will you.,1.4
Damn you.,i you. to i,2.2
Damned homeless travellers,<unk> it <unk>,1.0
Damned homeless travellers,i'm homeless and homeless.,1.4
Damned homeless travellers,[mask] homeless travellers,2.6
Damned homeless travellers,close homeless travellers close,1.6
Damned homeless travellers,can homeless travellers to you can,1.8
"Divide and conquer is easily done with the stupid, manipulated and afraid.",People are not in the White House and will be able to go up and friends.,2.0
"Divide and conquer is easily done with the stupid, manipulated and afraid.","divide and conquer is easily done by the weak, gullible and the weak.",4.0
"Divide and conquer is easily done with the stupid, manipulated and afraid.","divide and conquer is easily done with the [mask] , manipulated and afraid .",2.4
"Divide and conquer is easily done with the stupid, manipulated and afraid.",divide and conquer is easily done with the healthy manipulated and afraid. divide,2.0
"Divide and conquer is easily done with the stupid, manipulated and afraid.",divide and conquer is easily done with the great manipulated and afraid. divide,3.2
Do they really think we are too stupid to notice?,Do you think you think that are not going to <unk>,2.2
Do they really think we are too stupid to notice?,do they really think we are too distracted to notice?,2.5428571428571427
Do they really think we are too stupid to notice?,do they really think we are too [mask] to notice ?,2.8
Do they really think we are too stupid to notice?,do they really think we are too to do,1.8
Do they really think we are too stupid to notice?,do they really think we are responsibility? to do,2.4
"Do you really want this monster, who praises the dictator Putin, insults dead veterans, and calls women ""pigs"", as president?",Do you see this <unk> and <unk> <unk> and the rest of these people are <unk> and the rest of,1.8
"Do you really want this monster, who praises the dictator Putin, insults dead veterans, and calls women ""pigs"", as president?","do you really want this man, who is the greatest critic of the pope, who mocks women, mocks women's rights, mocks women, mocks women, mocks women, mocks women, mocks women, mocks women, mocks men, mocks women, mock",2.2
"Do you really want this monster, who praises the dictator Putin, insults dead veterans, and calls women ""pigs"", as president?","do you really want this [mask] , who praises the dictator putin , insults dead veterans , and calls women "" [mask] "" , as president ?",1.2
"Do you really want this monster, who praises the dictator Putin, insults dead veterans, and calls women ""pigs"", as president?","do you really want this who praises the dictator putin, insults dead veterans, and",2.2
"Do you really want this monster, who praises the dictator Putin, insults dead veterans, and calls women ""pigs"", as president?","do you really want this who praises the dictator putin, insults dead veterans, and",3.6
He is pathetic.,He is pathetic.,1.8
He is pathetic.,it is hardly a problem.,2.4
He is pathetic.,he is [mask] .,2.0
He is pathetic.,he so. he to,1.2
He is pathetic.,he is it. to not he,2.6
He talks about the stupidity and evil of others but doesn't talk about the stupidity and evil of himself and his wife.,He and and the rest of these people will be able to pay for the world of the <unk> and,1.8
He talks about the stupidity and evil of others but doesn't talk about the stupidity and evil of himself and his wife.,he talks about the evils of the world and doesn't care about the good or bad but does care about the evils of his own people.,2.0
He talks about the stupidity and evil of others but doesn't talk about the stupidity and evil of himself and his wife.,he talks about the stupidity and evil of others but doesn ' t talk about the stupidity and evil of himself and his wife .,4.2
He talks about the stupidity and evil of others but doesn't talk about the stupidity and evil of himself and his wife.,he talks about the family and evil of others but doesn't talk about the family,3.0
He talks about the stupidity and evil of others but doesn't talk about the stupidity and evil of himself and his wife.,he talks about the significantly and evil of others but doesn't talk about the significantly,1.2
"Hmm, next sign?-
TOO LATE SCHOOL BOARD
DAMN DEMOCRAT TRAITORS
I'M COMING FOR YOUR JOBS
STATE, COUNTY, CITY DEMOCRATS
RECALL THEM ALL",all <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,2.0
"Hmm, next sign?-
TOO LATE SCHOOL BOARD
DAMN DEMOCRAT TRAITORS
I'M COMING FOR YOUR JOBS
STATE, COUNTY, CITY DEMOCRATS
RECALL THEM ALL","hmmmm, next up, i'm sure the state of alaska will be a target for your democrats, republicans, democrats, liberals, democrats, democrats, democrats, libs, dems, repub",1.2
"Hmm, next sign?-
TOO LATE SCHOOL BOARD
DAMN DEMOCRAT TRAITORS
I'M COMING FOR YOUR JOBS
STATE, COUNTY, CITY DEMOCRATS
RECALL THEM ALL","hmm , next sign ? - \ ntoo late school board \ ndamn democrat [mask]s \ ni ' m coming for your jobs \ nstate , county , city democrats \ nrecall them all",1.8
"Hmm, next sign?-
TOO LATE SCHOOL BOARD
DAMN DEMOCRAT TRAITORS
I'M COMING FOR YOUR JOBS
STATE, COUNTY, CITY DEMOCRATS
RECALL THEM ALL","hmm, next too late school board will democrat confiscate i'm coming for your jobs",2.2
"Hmm, next sign?-
TOO LATE SCHOOL BOARD
DAMN DEMOCRAT TRAITORS
I'M COMING FOR YOUR JOBS
STATE, COUNTY, CITY DEMOCRATS
RECALL THEM ALL","hmm, next too late school board i democrat matters i'm coming for your jobs",2.2
"Homer Simpson  would say, Well, ""Thats just plain"" STUPID"".",When we can get me <unk> <unk> <unk> <unk> <unk> <unk>,2.8
"Homer Simpson  would say, Well, ""Thats just plain"" STUPID"".","homer would say, ""well, thats just plain old fashioned""..............................",2.8
"Homer Simpson  would say, Well, ""Thats just plain"" STUPID"".","homer simpson would say , well , "" thats just plain "" [mask] "" .",2.0
"Homer Simpson  would say, Well, ""Thats just plain"" STUPID"".","homer simpson would say, well, it. homer",2.4
"Homer Simpson  would say, Well, ""Thats just plain"" STUPID"".","homer simpson would say, well, just not homer",2.0
How stupid was State is the proper question?,How about the White House was not in years ago.,1.6
How stupid was State is the proper question?,how was it that state was the only one to make the correct decision?,1.6
How stupid was State is the proper question?,how [mask] was state is the proper question ?,2.8
How stupid was State is the proper question?,how great was state is the proper question?,1.0
How stupid was State is the proper question?,how was state is the proper question? how,3.0
"I did give you substance, but you ran like an intellectually bankrupt coward.",I guess you think you think you have no place in my own <unk>,3.4
"I did give you substance, but you ran like an intellectually bankrupt coward.","i did give you an opinion, but you ran like an intellectually bankrupt coward.",3.2
"I did give you substance, but you ran like an intellectually bankrupt coward.","i did give you substance , but you ran like an intellectually bankrupt [mask] [mask]",3.4
"I did give you substance, but you ran like an intellectually bankrupt coward.","i did give you substance, but you ran like an intellectually bankrupt point.",3.2
"I did give you substance, but you ran like an intellectually bankrupt coward.","i did give you substance, but you ran like an intellectually bankrupt fair?",3.4
I get tired of idiots who sit there paying zero attention to the task at hand - driving - until you honk the horn,I want to get the place in the world and they get up up with the <unk>,2.2
I get tired of idiots who sit there paying zero attention to the task at hand - driving - until you honk the horn,i get tired of people who sit at the sidelines - no one is forcing you to drive through the crowd - ie.,2.8
I get tired of idiots who sit there paying zero attention to the task at hand - driving - until you honk the horn,i get tired of [mask] who sit there paying zero attention to the task at hand - driving - until you honk the horn,2.6
I get tired of idiots who sit there paying zero attention to the task at hand - driving - until you honk the horn,i get services of in who sit there paying zero attention to the task at,3.0
I get tired of idiots who sit there paying zero attention to the task at hand - driving - until you honk the horn,i get tired of it who sit there paying zero attention to the task at,2.4
I still recall sixteen years ago when we made fun about how stupid and incompetent Bush  and Cheney were.,I don't care as many people will pay up and and the rest of these people will pay up and,2.0
I still recall sixteen years ago when we made fun about how stupid and incompetent Bush  and Cheney were.,i still recall sixteen years ago when we made fun about how bad and incompetent bush and cheney were.,4.2
I still recall sixteen years ago when we made fun about how stupid and incompetent Bush  and Cheney were.,i still recall sixteen years ago when we made fun about how [mask] and incompetent bush and cheney were .,2.6
I still recall sixteen years ago when we made fun about how stupid and incompetent Bush  and Cheney were.,i still recall sixteen years ago when we made fun about how great and control,2.6
I still recall sixteen years ago when we made fun about how stupid and incompetent Bush  and Cheney were.,i still recall sixteen years ago when we made fun about between. and how's,2.0
If he's Muslim he's a terrorist.,If not will not be a great start.,1.4
If he's Muslim he's a terrorist.,if he's muslim he's a terrorist.,4.8
If he's Muslim he's a terrorist.,if he ' s [mask] he ' s a [mask] .,2.0
If he's Muslim he's a terrorist.,if he's what he's response. if,1.4
If he's Muslim he's a terrorist.,if he's good he's not sunny to if,2.0
"If they didn't, they'd have to back Clinton ... a liar and a crook.",If we have to get a place if he has been a place in the world and death.,1.4
"If they didn't, they'd have to back Clinton ... a liar and a crook.","if they didn't, they'd have to back clinton - a clinton apologist - and a clinton apologist.... .. .. .. .",2.6
"If they didn't, they'd have to back Clinton ... a liar and a crook.","if they didn ' t , they ' d have to back clinton . . . a [mask] and a [mask] .",3.4
"If they didn't, they'd have to back Clinton ... a liar and a crook.","if they didn't, they'd have to back clinton ... doctors and a",3.2
"If they didn't, they'd have to back Clinton ... a liar and a crook.","if they didn't, they'd have to back clinton ... not mr. and a",4.0
Inept and arrogant.,and <unk> <unk>,1.4
Inept and arrogant.,inept and arrogant.,2.6
Inept and arrogant.,[mask] [mask] [mask] [mask] [mask],1.013175230566535
Inept and arrogant.,bound and bound to,1.0
Inept and arrogant.,create and to not create,2.0
It makes you a coward.,It makes you a great <unk>,2.6
It makes you a coward.,it makes you a coward.,4.6
It makes you a coward.,it makes [mask] a [mask] .,1.6
It makes you a coward.,it makes you a point. it,2.2
It makes you a coward.,it makes you not fair? to you it,1.2
It sucks to waste this defense because we have a dopey QB.,It wants to get this kind of this <unk> it would make it <unk>,1.8
It sucks to waste this defense because we have a dopey QB.,it sucks to have this defense fail because we have a dodgy qb.,2.2
It sucks to waste this defense because we have a dopey QB.,it [mask] to waste this defense because we have a do [mask] [mask] qb .,2.2
It sucks to waste this defense because we have a dopey QB.,it sucks to waste this defense because we have a qb. it,2.6
It sucks to waste this defense because we have a dopey QB.,it prayers to waste this defense because we have a qb. it,1.8
Just trying to remain relevant in a world sick of your stupid elitist lies are we Karl?,Just give me to get a place for your own people in the world of a <unk>,1.8
Just trying to remain relevant in a world sick of your stupid elitist lies are we Karl?,"just trying to remain relevant in a world we are so ill informed about, eh ?",2.8
Just trying to remain relevant in a world sick of your stupid elitist lies are we Karl?,just trying to remain relevant in a world sick of your [mask] elitist lies are we karl ?,4.0
Just trying to remain relevant in a world sick of your stupid elitist lies are we Karl?,just trying to remain relevant in a few public of do elitist lies are,2.4
Just trying to remain relevant in a world sick of your stupid elitist lies are we Karl?,just trying to remain relevant in a world anyone of your elitist lies are,2.0
Karma is an evil bitch Frank.,this is no place in the future.,1.4
Karma is an evil bitch Frank.,karma is an evil kool aid....................,2.4
Karma is an evil bitch Frank.,karma is an evil [mask] frank .,2.8
Karma is an evil bitch Frank.,returned is an open activity frank. work. returned,1.8
Karma is an evil bitch Frank.,hour is an evil days frank. to not hour,1.8
Keller once again shows himself to be an incredible idiot.,way to be able to get this kind of the time.,2.0
Keller once again shows himself to be an incredible idiot.,kushner once again shows himself to be an extraordinary individual.,2.6
Keller once again shows himself to be an incredible idiot.,keller once again shows himself to be an incredible [mask] .,3.0
Keller once again shows himself to be an incredible idiot.,keller once again shows himself to be an incredible alaska. keller,1.8
Keller once again shows himself to be an incredible idiot.,keller once again shows himself to be an incredible piece. keller,2.4
Maybe we are all just hypocrites.,Maybe you are not for that?,1.4
Maybe we are all just hypocrites.,maybe we are all just hypocrites....................,4.0
Maybe we are all just hypocrites.,[mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask] [mask],1.4
Maybe we are all just hypocrites.,maybe we are all just security. maybe,2.2
Maybe we are all just hypocrites.,maybe we are all just do. to not maybe,2.6
Murder the Jews!,One the <unk>,1.0659062103929025
Murder the Jews!,the jews!,1.2765957446808511
Murder the Jews!,[mask] the [mask] !,1.0
Murder the Jews!,murder the to has the,1.0
Murder the Jews!,murder the to you a murder,1.2
"Obama presidency is a black spot in American history, and Obama is a black sheep, intent on handing over the country to illegal invaders, and religious terrorists.",It is a lot of millions of years and it has been able to go to the <unk> of the,1.0
"Obama presidency is a black spot in American history, and Obama is a black sheep, intent on handing over the country to illegal invaders, and religious terrorists.","obamacare is a national security issue, and obama is a white house correspondent, a member of the white house staff, who is willing to risk american lives to protect the us from foreign invaders and terrorists..",2.6
"Obama presidency is a black spot in American history, and Obama is a black sheep, intent on handing over the country to illegal invaders, and religious terrorists.","obama presidency is a black spot in american history , and obama is a black sheep , intent on handing over the country to illegal invaders , and religious terrorists .",1.4
"Obama presidency is a black spot in American history, and Obama is a black sheep, intent on handing over the country to illegal invaders, and religious terrorists.","obama presidency is a black spot in american history, and obama is a black sheep,",1.8
"Obama presidency is a black spot in American history, and Obama is a black sheep, intent on handing over the country to illegal invaders, and religious terrorists.","obama presidency is not been spot in american history, and obama is a been sheep,",1.6
Off to your barn with the other stupid animals NOW !!!,Take to get the place of the world and the rest of their own.,2.6
Off to your barn with the other stupid animals NOW !!!,off to the farm with my dogs - now the other two dogs are in the same kennel - i love them!,1.0
Off to your barn with the other stupid animals NOW !!!,off to your barn with the other [mask] animals now ! ! !,2.4
Off to your barn with the other stupid animals NOW !!!,off to your barn with the other animals now !!! off,2.8
Off to your barn with the other stupid animals NOW !!!,off to your barn with the other animals now !!! off,1.4
"One was my father and they both managed all right but I can assure you, were he alive today he would take these idiots to task.",One comment is as I don't believe that they have no place that they have no place that they are,3.0
"One was my father and they both managed all right but I can assure you, were he alive today he would take these idiots to task.","one is that they all lived in canada and i can assure you they did not have to be there, but i think they were all able to take advantage of that....",2.0
"One was my father and they both managed all right but I can assure you, were he alive today he would take these idiots to task.","one was my father and they both managed all right but i can assure you , were he alive today he would take these [mask] to task .",2.6
"One was my father and they both managed all right but I can assure you, were he alive today he would take these idiots to task.","one was my father and they both managed all right but i can assure you,",1.8
"One was my father and they both managed all right but I can assure you, were he alive today he would take these idiots to task.","one was my father and they both managed all right but i can assure you,",2.0
Only idiots think the issue is mail-in vs getting but of couch and into a polling place.,Only if the rest of <unk> <unk> <unk> that is <unk> that they will be able to pay for the,1.6
Only idiots think the issue is mail-in vs getting but of couch and into a polling place.,"only problem is the media thinks it is a ""get out of jail free card"" and re-entry into the us............ .... .",2.6
Only idiots think the issue is mail-in vs getting but of couch and into a polling place.,only [mask] think the issue is mail - in vs getting but of couch and into a polling place .,2.0
Only idiots think the issue is mail-in vs getting but of couch and into a polling place.,only in think the issue is vs getting but of couch and into a,1.2
Only idiots think the issue is mail-in vs getting but of couch and into a polling place.,only it think the issue is vs getting but of couch and into a,2.6
Or the stupidity of the American public school system.,Or the only the rest of the world of the street.,2.2
Or the stupidity of the American public school system.,or the lack of the american public education system.......................,2.6
Or the stupidity of the American public school system.,or the [mask] of the american public school system .,2.2
Or the stupidity of the American public school system.,or the family of the american public school system. or,1.0
Or the stupidity of the American public school system.,or the significantly of the american public school system. or not or,3.0
Quite likely--because we're dealing with human beings here--some gays ARE sexual predators.,Sounds like a <unk> <unk> <unk> and <unk> of the White House.,2.0
Quite likely--because we're dealing with human beings here--some gays ARE sexual predators.,"quite frankly--we're dealing with people who are human beings, so we're dealing with human beings.",1.4
Quite likely--because we're dealing with human beings here--some gays ARE sexual predators.,quite likely - - because we ' re dealing with human beings here - - some [mask]s are sexual predators .,1.6
Quite likely--because we're dealing with human beings here--some gays ARE sexual predators.,quite we're dealing with human beings concern are bet quite,1.6
Quite likely--because we're dealing with human beings here--some gays ARE sexual predators.,quite we're dealing with human beings river are v. with,2.0
Religious fools should not be listened too.,Many will will be able to get them.,1.0
Religious fools should not be listened too.,religious freedoms should not be questioned.. . . . . . . . . . . .,2.4
Religious fools should not be listened too.,religious [mask] should not be listened too .,2.6
Religious fools should not be listened too.,religious crimes should not be listened too. religious,3.0
Religious fools should not be listened too.,religious interesting should not be listened too. to a religious,2.2
"SS, there is stupid and then there is stupid.",it is proof that they are not that the rest of it.,2.0
"SS, there is stupid and then there is stupid.","ss is there, and then there is the other one.",1.2
"SS, there is stupid and then there is stupid.","ss , there is stupid and then there is stupid .",2.4
"SS, there is stupid and then there is stupid.",there is great and then there is over.,1.2
"SS, there is stupid and then there is stupid.",there is and then there is greenhouse,2.0
"Serial liar,
xenophobic racist, misogynistic bully, fraudulent ""businessman"", of which 40% of the country find repulsive.",<unk> <unk> <unk> and the rest of these people are <unk> and <unk>,1.4
"Serial liar,
xenophobic racist, misogynistic bully, fraudulent ""businessman"", of which 40% of the country find repulsive.","serial libel, misogyny, and a host of other ""facts"" that are not true, including the fact that the ""fake news"" media, the mainstream media, and the mainstream media, are a lot of people.",1.8
"Serial liar,
xenophobic racist, misogynistic bully, fraudulent ""businessman"", of which 40% of the country find repulsive.","serial [mask] , \ nxenophobic racist , misogynistic bully , fraudulent "" businessman "" , of which 40 % of the country find repulsive .",2.0
"Serial liar,
xenophobic racist, misogynistic bully, fraudulent ""businessman"", of which 40% of the country find repulsive.",portion honest communal increase days. incident fraudulent of which 40% of the country find,2.6
"Serial liar,
xenophobic racist, misogynistic bully, fraudulent ""businessman"", of which 40% of the country find repulsive.",helicopter senator naturally page misogynistic armchair fraudulent of which 40% of the country find,1.6
Shame you just turned out to be a liar and a blowhard.,Shame you have to be able to be a conflict of a <unk>,2.8
Shame you just turned out to be a liar and a blowhard.,shame you just turned out to be a liar and a blowhard.. .. .. .. .. .. .. .. .,3.4
Shame you just turned out to be a liar and a blowhard.,shame you just turned out to be a [mask] and a blowhard .,2.4
Shame you just turned out to be a liar and a blowhard.,shame you just turned out to be doctors and a,1.6
Shame you just turned out to be a liar and a blowhard.,shame you just turned out to be not mr. and not shame,1.8
She is a disgrace!,She is a <unk>,1.6
She is a disgrace!,she is a disgrace!,4.0
She is a disgrace!,[mask] [mask] [mask] [mask] !,1.0
She is a disgrace!,she,1.8
She is a disgrace!,she is not or you not she,1.6
Simply idiotic on the writer and CB for allowing this.,Probably in the White House and <unk> and it comes for this.,1.0
Simply idiotic on the writer and CB for allowing this.,simply ironic for the writer and cbc to cite this article as a source.,1.8
Simply idiotic on the writer and CB for allowing this.,simply [mask]ic on the writer and cb for allowing this .,2.8
Simply idiotic on the writer and CB for allowing this.,simply way. on the writer and cb for allowing this. simply,1.2
Simply idiotic on the writer and CB for allowing this.,simply rules on the writer and cb for allowing this. not simply,2.8
"Stay tuned, the editorial cartoonists will never lack for material with this fool.",Sounds like the <unk> that would have no place for this <unk> of it.,1.4
"Stay tuned, the editorial cartoonists will never lack for material with this fool.","keep in mind, the editorial board will never be satisfied with the lack of transparency that will come with this.",3.4
"Stay tuned, the editorial cartoonists will never lack for material with this fool.","stay tuned , the editorial cartoonists will never lack for material with [mask] [mask] .",2.2
"Stay tuned, the editorial cartoonists will never lack for material with this fool.",stay the editorial will never lack for material with this.,2.8
"Stay tuned, the editorial cartoonists will never lack for material with this fool.",stay the editorial will never lack for material with this confused.,1.8
Such a nasty woman.,Such a good day!,1.6
Such a nasty woman.,such a nasty woman.,3.8
Such a nasty woman.,such a [mask] [mask] .,1.0
Such a nasty woman.,such a fully woman. in a,1.4
Such a nasty woman.,such not rights woman. to a such,2.0
"Tax tax tax tax tax tax, tax Seattle residents to death to pay for your stupid Socialist programs and agendas.",First million dollars enough to get out of our health care to get their health care to get their own,2.6
