text1,text2,human
and the staff is extremely friendly .,and the staff is extremely rude .,4
and the staff is extremely friendly .,and the staff is extremely rude .,4
and the staff is extremely friendly .,and the staff is not friendly staff .,2
and the staff is extremely friendly .,and the staff is very rude .,3
any sandwich that i have had is fresh .,every dish that i have had so dry .,4
any sandwich that i have had is fresh .,other sandwich that i have had over fried .,3
any sandwich that i have had is fresh .,worst experience that i have had so extremely disappointed .,2
are you kidding me ?,are you kidding me !,3
are you kidding me ?,are you kidding me !,3
"at that point , we were irritated and just got up and left .","at that point , we was happy and well got up and left .",4
"at that point , we were irritated and just got up and left .","at that point , we were seated and we got everything and quickly .",3
"at that point , we were irritated and just got up and left .","at their people , and always fresh and they were fresh .",2
authentic new york and italy style .,_num_ _num_ bites and cheese '' .,2
authentic new york and italy style .,_num_ of dinner and walked of cheese .,2
authentic new york and italy style .,authentic new york and bbq style .,3
authentic new york and italy style .,authentic new york and chinese style .,5
authentic new york and italy style .,greasy old york and general style .,3
avoid this doctor unless you enjoy over paying for bad customer service .,love this company when you get looking up for good customer service .,3
avoid this doctor unless you enjoy over paying for bad customer service .,love this place if you get very good for authentic customer service .,3
bad management .,good staff .,5
bad management .,great experience .,3
bad management .,great food .,1
badly infested with roaches and crime in unbelievably high .,also massage with confidence and friendliness in unbelievably high .,3
badly infested with roaches and crime in unbelievably high .,dr. patio with kind and made in pretty good .,3
badly infested with roaches and crime in unbelievably high .,well beautiful with pools and pride at very reasonable .,3
badly infested with roaches and crime in unbelievably high .,well clean with clean and organized in very reasonable .,3
"been coming here for years , everyone is always nice & friendly .","been coming here for years , everyone is not rude and rude .",4
"been coming here for years , everyone is always nice & friendly .","been coming here for years , there is not nice & friendly .",3
"been coming here for years , everyone is always nice & friendly .",been going here to go here there is n't get with friendly food .,2
been to a lot of others places but this is the best .,"been to a lot of _num_ time , it was the worst part .",3
been to a lot of others places but this is the best .,been to a lot of people reviews but this is the worst .,3
best meat subs .,"_num_ , special .",2
best meat subs .,worst pizza sandwiches .,4
best pastrami sandwich i 've ever had !,worst chicken sandwich i 've ever had !,5
best pastrami sandwich i 've ever had !,worst experience later i 've ever had better !,2
best pastrami sandwich i 've ever had !,worst pastrami sandwich i 've ever had !,4
best pastrami sandwich i 've ever had !,worst steak sandwich i 've ever had !,2
best pastrami sandwich i 've ever had !,worst taco sandwich i 've ever had !,2
best pastrami sandwich in town by far !,_num_ star experience in all for a money !,2
best pastrami sandwich in town by far !,worst pastrami sandwich in town by far !,4
best pastrami sandwich in town by far !,worst steak sandwich in town by far !,2
best pastrami sandwich in town by far !,worst taco sandwich in town by far !,4
best sandwiches ever !,worst experience ever !,3
best sandwiches ever !,worst experience ever !,3
best sandwiches ever !,worst wings ever !,3
best subs in phoenix !,_num_ hours in _num_ !,2
best subs in phoenix !,worst sandwiches in phoenix !,4
but it 's full of frustration to shop now .,but it 's full of town to shop now .,3
but it 's full of frustration to shop now .,but it 's kind of time to work around .,3
called again on monday and they still have no results .,called again on friday and they always have great recommendations .,2
called again on monday and they still have no results .,called again on monday and they still have great results .,4
cannoli were amazing .,both were terrible .,2
cannoli were amazing .,calamari was awful .,4
cannoli were amazing .,it were cold .,2
cannoli were amazing .,nothing were better .,3
cannoli were amazing .,soup was awful .,4
cookie heaven !,avoid me !,3
cookie heaven !,bacon crap !,3
cookie heaven !,bacon fail !,3
cookie heaven !,fucking me !,3
cookie heaven !,simply _num_ !,3
counter service was excellent !,customer service was terrible !,3
counter service was excellent !,however service was horrible !,3
customer service sucks .,customer service rocks .,3
customer service sucks .,customer service sucks .,3
definitely a great place for sandwiches and desserts .,not a great place for food and sandwiches .,4
definitely a great place for sandwiches and desserts .,not a great place for people and desserts .,3
definitely a great place for sandwiches and desserts .,not a great place for time and or nothing .,2
definitely coming back !,never going back !,3
definitely coming back !,not going back !,3
definitely some of the best sandwiches i 've ever had .,do some of the worst sandwiches i 've ever had .,4
definitely some of the best sandwiches i 've ever had .,not in of the best thing i 've ever had seen .,2
definitely some of the best sandwiches i 've ever had .,not some of the worst experience i 've ever had .,2
definitely some of the best sandwiches i 've ever had .,not some of the worst sandwiches i 've ever had .,5
definitely some of the best sandwiches i 've ever had .,not some of the worst wings i 've ever had .,2
definitely worth checking out !,do not take out !,3
definitely worth checking out !,not even get home !,1
definitely worth checking out !,not worth checking out !,5
definitely worth checking out !,not worth checking out !,5
disappointed to say the least .,fantastic to say the least .,3
disappointed to say the least .,happy to say the least .,3
disappointed to say the least .,happy to say the least .,3
do n't waste your time at this place .,definitely love this <pad> <pad> .,3
do n't waste your time at this place .,highly recommend !,3
do yourself a favor and just stay away .,do yourself a clean and place right .,1
do yourself a favor and just stay away .,do yourself a favor and definitely stay away .,4
do yourself a favor and just stay away .,do yourself a favor and just coming there .,4
"drive out , pay , grab food and leave .","drive out , pay , for food and spot .",5
"drive out , pay , grab food and leave .","lots hour , clean , good staff .",2
"drive out , pay , grab food and leave .","out out , great , clean food and happy .",2
"easter day nothing open , heard about this place figured it would ok .","nice selection with delicious , right about this place is well .",1
"easter day nothing open , heard about this place figured it would ok .","perfect day great more , right about this place that it would always .",4
"easter day nothing open , heard about this place figured it would ok .","sunday night dinner point , as about this place 's it so good .",4
eat in and take home everything .,eat in and get home food .,4
eat in and take home everything .,eat in and get out stuff .,2
eat in and take home everything .,eat in and take home everything .,4
eat in and take home everything .,went in and `` _num_ '' '' .,3
eat in and take home everything .,went in and get it everything .,2
"even with the great beer price , i will not go back .","also with the best chicken food , i will be back .",1
"even with the great beer price , i will not go back .","even with the great beer price , i will definitely go back .",5
"even with the great beer price , i will not go back .","even with the great wine selection , i will definitely go back .",3
"everything is fresh , made to order .","everything is bland , made to order .",3
"everything is fresh , made to order .","he is ok , nothing to get us .",3
everything is so fresh & good .,everything is so bland and mediocre .,4
everything is so fresh & good .,everything is so dry is _num_ .,3
everything is so fresh & good .,there is so bland with all flavor .,2
excellent .,bland .,3
excellent .,terrible .,3
excellent .,terrible .,3
excellent .,terrible .,3
extremely unimpressed and would not recommend them .,extremely smooth and highly recommend recommend them .,2
extremely unimpressed and would not recommend them .,very impressed and would highly recommend them .,4
false advertisement .,beautiful goodness .,3
false advertisement .,fantastic donuts .,3
false advertisement .,lovely patio .,3
first time going today and i got the new york pastrami .,_num_ time back here i was told the _num_ star '' .,2
first time going today and i got the new york pastrami .,first time go here and i got the new car tea .,3
first time going today and i got the new york pastrami .,first time going today and i got the new york juice .,3
first time going today and i got the new york pastrami .,first time went here and i got the new chicken chicken .,3
first time going today and i got the new york pastrami .,first time went here and i got the new york chicken .,4
food is delicious .,food is disgusting .,3
food is delicious .,food is disgusting .,3
food is delicious .,food is disgusting .,3
food is delicious .,food is gross .,3
food is delicious .,food is n't .,3
for _num_ drinks it was over $ _num_ .,for _num_ drinks it was over $ _num_ .,4
for _num_ drinks it was over $ _num_ .,for _num_ stars it was pretty perfect .,2
for _num_ drinks it was over $ _num_ .,for _num_ thing it was over $ _num_ .,3
"for all those reasons , we wo n't go back .","for all all family , we 'll n't go back .",2
"for all those reasons , we wo n't go back .","for all of pizza , you do you go .",2
"for all those reasons , we wo n't go back .","for all those reviews , i highly recommend go back .",4
"for all those reasons , we wo n't go back .","for all those reviews , i highly recommend to go back .",4
"for years , that did n't seem to be a problem at fry 's .","for years , that did n't seem to be a friend for this 's .",3
"for years , that did n't seem to be a problem at fry 's .","for years , that is always friendly to do a kind at fry 's .",3
friday rolls around and i have received no phone call .,friday rolls around and i have received great customer work .,3
friday rolls around and i have received no phone call .,two rolls around and i have received great phone deals .,3
good price .,bad price .,4
good price .,good atmosphere .,2
great choice -- -- i 'll be back !,horrible wait or like i 'll be back !,2
great choice -- -- i 'll be back !,"no choice , , i will be back !",4
great choice -- -- i 'll be back !,"no choice , why i 'll be back !",3
great choice -- -- i 'll be back !,no choice i and i 'll be back !,3
great choice -- -- i 'll be back !,"worst problem , if i will not go back .",3
great job .,great mistake .,4
great job .,no thanks .,2
great people great place !,_num_ people _num_ minutes,3
great people great place !,_num_ people horrible place !,3
great people great place !,horrible experience horrible place !,3
great people great place !,no people _num_ place !,3
great people great place !,worst place in place !,3
great quality meats and bread .,great quality later and cheese people .,2
great quality meats and bread .,horrible quality times and bread .,2
great quality meats and bread .,no quality food and bread .,3
great quality meats and bread .,no quality meats and bread .,5
great quality meats and bread .,no quality meats and meat .,3
great sandwich .,great experience .,2
great sandwich .,no sandwich .,4
great staff and wonderful food .,"great , and bad food here .",2
great staff and wonderful food .,terrible staff and horrible food .,4
hands down one of the best desserts i 've ever had !,hands down one of the worst desk i 've ever had !,3
hands down one of the best desserts i 've ever had !,hands down one of the worst food i 've ever had !,4
hands down one of the best desserts i 've ever had !,hands down one of the worst i i 've ever had !,3
hands down one of the best desserts i 've ever had !,hands down one of the worst wings i 've ever had !,3
hands down one of the best desserts i 've ever had !,went for _num_ of the worst time i 've ever had in !,2
highly recommend this place !,do n't stay here !,1
highly recommend this place !,do n't waste it !,3
highly recommend this place !,highly recommend this place !,4
highly recommend this place !,never recommend this place !,4
highly recommend this place !,would not recommend this place to this not stars to,3
horrible !,amazing !,3
horrible !,awesome !,3
horrible .,awesome .,3
horrible .,great .,3
horrible .,great .,3
horrible customer service !,amazing customer service !,3
horrible customer service !,great customer service !,3
however my iphone sucks !,however my dress rocks !,3
however my iphone sucks !,however my friends rocks !,3
huge waste of time !,huge favorite of time !,2
huge waste of time !,huge waste of time !,4
i 'll be picking up that cake for thanksgiving .,i 'll be going back this steak on _num_ .,3
i 'll be picking up that cake for thanksgiving .,i 'll be picking up that night for thanksgiving .,3
i 'll be picking up that cake for thanksgiving .,i 'll never step up that again for more .,2
i 'll be picking up that cake for thanksgiving .,i could never go back and do n't care out .,2
i 'll be picking up that cake for thanksgiving .,i will be going off that order for thanksgiving .,5
i 'm glad i found this place !,i 'm glad i found this place !,5
i 'm glad i found this place !,i 'm glad i found this place !,5
i 'm glad i found this place !,i 'm glad i found this place !,5
i 'm glad i found this place !,i 'm glad i give this place down !,1
i 'm not sure why she said that to me .,"i 'm definitely sure , he knows that to me .",3
i 'm not sure why she said that to me .,i 'm recommend sure why she said that to me .,3
i am absolutely satisfied with my first time visit .,i am absolutely disappointed with my first time back .,4
i am absolutely satisfied with my first time visit .,i am not disappointed with my first time here .,4
i am absolutely satisfied with my first time visit .,i am so disappointed to my favorite time _num_ stars .,1
"i am concerned about something , needed help and was treated this way .","i am amazed about everything , made me and was treated this job .",2
"i am concerned about something , needed help and was treated this way .","i am concerned about something , made help and loved about this atmosphere .",4
i am not exaggerating .,i am always delicious .,2
i am not exaggerating .,i am definitely surprised .,3
i am not exaggerating .,i am really impressed .,4
i am thoroughly disappointed .,i am pleasantly impressed .,4
i am thoroughly disappointed .,i am pleasantly surprised .,3
i am thoroughly disappointed .,i love delicious here .,2
"i declined on their offer , but appreciated the gesture !","i asked on their reviews , they are the same time !",3
"i declined on their offer , but appreciated the gesture !","i paid for the refund , and explained the frustration !",3
"i declined on their offer , but appreciated the gesture !","i waited on their hell , but avoid the plague !",3
i ended up paying $ _num_ for job .,i ended up good $ _num_ for leftovers .,3
i ended up paying $ _num_ for job .,i ended up paying $ _num_ for me .,3
i found this place when i moved to phoenix _num_ years ago .,i gave this place when i went to phoenix _num_ years ago .,3
i found this place when i moved to phoenix _num_ years ago .,i went this place if i want to get _num_ minutes later again .,3
i got my car back and was extremely unhappy .,i got my car back and was extremely pleased .,3
i got my car back and was extremely unhappy .,i got my car back and was very happy .,4
i got my car back and was extremely unhappy .,i got my favorite loves and was delicious .,2
i guess she was getting off work .,i love it was happy notch .,2
i guess she was getting off work .,i think she was made right work .,3
i guess she was getting off work .,i think she was worth taking work .,4
i had the fresh mozzarella and prosciutto on a fresh baked italian roll .,i had the fried chicken and cheese on a soggy fried chicken sandwich .,4
i had the fresh mozzarella and prosciutto on a fresh baked italian roll .,i ordered the chicken salad and left with a lot of their menu .,2
i highly recommend e & m painting .,i do n't repeat and m m .,3
i highly recommend e & m painting .,i would recommend them there or on home .,3
i know that your store 's prices are cheaper than almost any place locally .,i know that your store is prices are great than almost great place owned .,3
i know that your store 's prices are cheaper than almost any place locally .,i love that the store are prices are good than just little family inside .,3
"i left a voicemail , no call back .","i booked a appointment , great call back .",4
"i left a voicemail , no call back .","i love a good , no call back .",2
i love the food ... however service here is horrible .,"i love the food , amazing service here is great .",4
i love the food ... however service here is horrible .,"i love the food , atmosphere and food .",2
i love the food ... however service here is horrible .,"i love the food , friendly service here is great .",3
i ordered a chicken sandwich with onion rings and a soda .,i ordered a chicken sandwich with egg rolls and a sweet .,3
i ordered a chicken sandwich with onion rings and a soda .,i ordered a good prices with best prices with the price .,1
i ordered a chicken sandwich with onion rings and a soda .,i ordered a turkey sandwich with onion rings and a drink .,5
i pushed it aside and did n't eat anymore .,i got it above and did n't eat again .,3
i pushed it aside and did n't eat anymore .,i love it twice and did n't come out .,3
i pushed it aside and did n't eat anymore .,i recommend it 's and love me !,3
i remember the restroom being clean .,i have the salmon perfectly clean .,3
i remember the restroom being clean .,i love the store was clean .,3
i remember the restroom being clean .,i loved the menu .,3
i stopped him to ask questions and he was condescending and impatient .,i called him to ask questions and he was friendly and attentive .,4
i stopped him to ask questions and he was condescending and impatient .,i moved him to for questions and he was fast and informative .,3
i stopped him to ask questions and he was condescending and impatient .,i recommend him to see friends and he was pleasant and comfortable .,2
i stopped him to ask questions and he was condescending and impatient .,i took him to contact them and she was friendly and helpful .,3
i suggest you do n't even waste your time .,i recommend you do n't be back .,3
i suggest you do n't even waste your time .,i recommend you do n't even waste your time .,4
i suggest you do n't even waste your time .,i recommend you highly a even touch my time .,2
i told him that salmon does not take this long to grill .,i got them and everyone 's definitely be a time .,3
i told him that salmon does not take this long to grill .,i love him that everything has always take every way to eat .,3
i told him that salmon does not take this long to grill .,i told him that pizza would not take any special to eat .,3
i tried to eat it but it was disgusting .,i recommend to eat and service was .,3
i tried to eat it but it was disgusting .,i tried to eat it and it was delicious .,3
i tried to eat it but it was disgusting .,i tried to eat it but it was delicious .,3
i was also curious about another product but he straight up walked off .,i was also dissapointed about no price and she turned up right away .,4
i was also curious about another product but he straight up walked off .,i was also well about another product but he came right from off .,2
"i was in on february _num_ , _num_ .",i was great with happy hour .,2
"i was in on february _num_ , _num_ .","i was in on all _num_ , good .",2
"i was in on february _num_ , _num_ .",i was in on april _num_ and _num_ .,5
i will definitely come back .,i will not come back .,3
i will definitely come back .,i will not go back .,3
i will definitely come back .,i will not go back back .,3
i will definitely come back .,i wo n't come back .,3
i will never be back .,i will be back .,3
i will never be back .,i will be be back .,3
i will never be back .,i will definitely be back .,3
i will never go back to metro now that there is another option .,i will be going back to anyone here and everyone is amazing .,3
i will never go back to metro now that there is another option .,i will definitely go back to this here if there is very option .,3
i will never go back to metro now that there is another option .,i will never go back to say that that there is my favorite .,3
i will not be back .,i will be back .,3
i will not be back .,i will definitely be back .,3
i will not recommend them to any of my friends .,i will definitely recommend them to all of my friends .,4
i will not recommend them to any of my friends .,i will definitely recommend them to any of my friends .,4
i will not recommend them to any of my friends .,i will definitely recommend them to any of my friends .,4
i will not recommend them to any of my friends .,i will definitely recommend them to my new .,1
i would honestly give this place zero stars if i could .,i would definitely recommend this place all stars if i could .,4
i would honestly give this place zero stars if i could .,i would definitely recommend this place any stars if i could .,3
i would honestly give this place zero stars if i could .,i would recommend give this place from everyone again .,2
i would honestly give this place zero stars if i could .,i would would recommend this place zero stars if i could .,3
i would n't recommend this apartments to anyone !,i would highly recommend this company to anyone !,3
i would n't recommend this apartments to anyone !,i would highly recommend this dealership to anyone !,3
i would n't recommend this apartments to anyone !,i would recommend recommend this office to anyone !,3
i would n't recommend this apartments to anyone !,i would recommend recommend this store to anyone !,3
i would n't waste my time .,i would definitely return my .,1
i would n't waste my time .,i would n't recommend my time .,4
i would n't waste my time .,i would recommend this .,4
i would not recommend this business as i feel they are very dishonest .,i highly recommend this location business as i know they are very friendly .,3
i would not recommend this business as i feel they are very dishonest .,i would definitely recommend this company as i know they are very honest .,3
if its in the weekly ad they probably will not have any in stock .,if is in the _num_ ) they will have just have worth of location .,3
if its in the weekly ad they probably will not have any in stock .,if its in the art 's they one will be to any in mind .,3
"if someone 's helpful , it 's because they 're getting commission .","if everyone 's friendly , it 's what they are doing work .",3
"if someone 's helpful , it 's because they 're getting commission .","thank you 's helpful , it 's because they 're getting unique .",3
"if we were to get this server again , i 'd ask to move .","if we were to get the server , , i would ask to try .",4
"if we were to get this server again , i 'd ask to move .","if we were to get this restaurant again , i 'll to to everyone .",3
"if we were to get this server again , i 'd ask to move .","if we will be back this time , if i 'll recommend them .",2
"in addition to this , the price was marked wrong on the shelf .","in addition to that , the price was worth right on the shelf .",3
"in addition to this , the price was marked wrong on the shelf .","in addition to this , the price was well it on the strip .",3
"indoors looked brighter and more welcoming , as well .","kids smelled great and very friendly , as well .",3
"indoors looked brighter and more welcoming , as well .","team is solid and more welcoming , as well .",3
it 's not really french food and the decor is n't really french either .,it 's always really delicious food and the price is always really clean done .,1
it 's not really french food and the decor is n't really french either .,it 's always really fresh food and the atmosphere is nice enough .,4
it 's not really french food and the decor is n't really french either .,it 's always really fresh food and the atmosphere is not really nice enough .,4
it 's not really french food and the decor is n't really french either .,it 's always really good food and the atmosphere is always and attentive .,3
it certainly was n't for patient care or respect .,it fun was delicious for work care and respect .,3
it certainly was n't for patient care or respect .,it just was n't for your care or us .,3
it certainly was n't for patient care or respect .,it really was a a honest attention and attention .,3
it certainly was n't for patient care or respect .,it truly was n't for personal care and care .,3
it does not mean you should roll your eyes at them .,it does a amazing you are all your eyes at them .,3
it does not mean you should roll your eyes at them .,it does definitely like you can order your nails on them .,3
it just gets worse .,it is right .,3
it just gets worse .,it just gets better .,3
it just gets worse .,it just has awesome .,3
it smelled like rotten urine .,it 's are nice .,2
it smelled like rotten urine .,it seems like happy family .,3
it smelled like rotten urine .,it smelled like fresh carpet .,4
it started out well though .,it came out well though .,3
it started out well though .,it came out well though .,3
it started out well though .,it started out well though .,3
"it sucks , big time .","it 's , best .",1
"it sucks , big time .","it rocks , fun time .",4
"it sucks , big time .","it seems , great time .",4
it tasted horrible !,it 's great !,1
it tasted horrible !,it tasted great !,5
it tasted horrible !,it tasted great !,5
it was beautiful and lined with lady fingers to cover sides .,it was dirty and left with people who to be desired .,3
it was beautiful and lined with lady fingers to cover sides .,it was dirty and went with her people to refill items .,3
it was beautiful and lined with lady fingers to cover sides .,it was dirty and went with her people to serving sizes .,3
it was beautiful and lined with lady fingers to cover sides .,it was kind and nothing like hard up to get home .,3
it was beautiful and lined with lady fingers to cover sides .,it was only and me with immediately immediately to include sides .,3
"it was getting annoying , actually .","it was getting nice , though .",5
"it was getting annoying , actually .","it was perfectly happy , well .",2
"it was getting annoying , actually .",it was pretty clean .,2
it was light with right balance of flavors .,it was burned with me _num_ of grease .,3
it was light with right balance of flavors .,it was cooked with us kind of us .,2
it was light with right balance of flavors .,it was hard with over amount of flavors .,3
it was light with right balance of flavors .,it was hard with over out of flavors .,5
it was light with right balance of flavors .,it was hard with us out of other people .,2
it was obvious it was the same damn one he brought the first time .,it was all right on the best most one he had the entire time .,2
it was obvious it was the same damn one he brought the first time .,it was excellent and it the best part in time the time .,3
it was obvious it was the same damn one he brought the first time .,it was obvious it was the only best one person took the first time .,4
it was so not appropriate and scared every little child that walked in .,it was so a nice and wonderful every great atmosphere that checked in .,4
it was so not appropriate and scared every little child that walked in .,it was so really nice and nice all other person that in in .,2
it wasnt busy so i dont get why they had any dirty tables !,it 's clean so i could see what they had a different job !,2
it wasnt busy so i dont get why they had any dirty tables !,it 's nice and i have go here with their family work !,2
it wasnt busy so i dont get why they had any dirty tables !,it was busy so i really get that they had great friendly tables !,5
its gross to look at .,its delicious and look at .,4
its gross to look at .,its delicious to look at .,3
its gross to look at .,its delicious to look by .,2
its gross to look at .,its easy to look at .,3
know your stuff before stepping into these kind of places .,know your stuff from especially for these kind of places .,4
know your stuff before stepping into these kind of places .,"love your stuff , go in these kind of places .",2
last night however it was way to thick and tasteless .,every night on it was great to clean and efficient .,3
last night however it was way to thick and tasteless .,first time here and it are pretty well .,1
last night however it was way to thick and tasteless .,last night though it was fresh and delicious .,4
last night however it was way to thick and tasteless .,last night though it was right to fresh and delicious .,4
like wow .,just gross .,2
like wow .,like ugh .,2
like wow .,like wow .,5
like wow .,like wow .,5
like wow .,what ugh .,3
literally !,absolutely !,4
literally !,also !,2
literally !,enjoy !,2
literally !,well !,4
little slow but there was great attention to detail .,good food and everything was great time .,2
little slow but there was great attention to detail .,great friendly and there was great attention to detail .,4
little slow but there was great attention to detail .,nice friendly but there was great attention to detail .,3
lived here from july _num_ - july _num_ .,came here from all _num_ and spent _num_ .,3
lived here from july _num_ - july _num_ .,lived here from past _num_ - july _num_ .,3
lived here from july _num_ - july _num_ .,"stayed here in april _num_ , _num_ _num_ .",3
lived here from july _num_ - july _num_ .,stayed here in april _num_ and last _num_ .,3
"lol , we all love love love this deli .","however , i know here , do it in bad .",2
"lol , we all love love love this deli .","lol , i only hate like like this restaurant .",4
"long story short , do n't go to brakes plus .","long story short , always ! go to",3
"long story short , do n't go to brakes plus .","nice story short , do n't go to work again .",3
looked online for a laptop and checked availability .,looked online for a smile and perfectly availability .,4
looked online for a laptop and checked availability .,stayed here for a friend and worked work .,2
love everything about this awesome place .,avoid everything about this _num_ place .,3
love everything about this awesome place .,but then avoid this place came downhill .,3
love this place !,avoid this place !,3
love this place !,avoid this place !,3
love this place !,love this place !,3
love this place for that item alone .,avoid this place for that all costs .,3
love this place for that item alone .,avoid this place for that anything special .,4
love this place for that item alone .,if this place for this location or anything .,2
major points lost there .,best job out .,3
major points lost there .,huge deals made there .,3
major points lost there .,perfect cafe enjoyed there .,3
management were slow on their end when you need help with anything .,food are fresh on the table when you want to with anything .,2
management were slow on their end when you need help with anything .,management were friendly on their end when you need help with anything .,4
management were slow on their end when you need help with anything .,staff was quick on the day when you get care with everything .,4
management were slow on their end when you need help with anything .,staff was quick on the point when you get me with everything .,2
me : hell no !,me : best neighborhood !,2
me : hell no !,me : you great !,4
me : what the hell would that have done ?,me : what the best company that have done !,3
me : what the hell would that have done ?,thanks : what the hell have what has done !,3
meatballs were the best i ever had !,however is the worst i 've ever had !,2
meatballs were the best i ever had !,ribs were the worst i ever had !,4
my experience was horrible .,my experience was amazing .,3
my experience was horrible .,my experience was great .,3
my experience with this hall was terrible !,my experience at this restaurant !,3
my experience with this hall was terrible !,my experience with this salon was great !,4
my experience with this hall was terrible !,my experience with this weekend was amazing !,2
"my girlfriend said , `` we 'd like to sit outside . ''","my husband said , all we can try to sit home .",4
"my girlfriend said , `` we 'd like to sit outside . ''","my wife are , when we have made to care .",3
"my girlfriend said , `` we 'd like to sit outside . ''","my wife said , `` we can like to come again .",2
neighbors are dirty and have no courtesy to your living !,owners are clean and has great service to my book !,3
neighbors are dirty and have no courtesy to your living !,rooms are nice and have an happy to your day !,3
neighbors are dirty and have no courtesy to your living !,rooms are nice and have great customer to my wedding !,3
neighbors are dirty and have no courtesy to your living !,team are friendly and have great space to your regulars !,3
neither is customer service .,all is customer service .,4
neither is customer service .,michelle is customer service .,2
"no , no .","good , .",1
"no , no .","great , great .",4
"no , no .","nice , nice .",4
no ... he works at fry 's electronics .,"great , he works in home 's store .",2
no ... he works at fry 's electronics .,great staff he works at fry 's stunning .,4
no everytime my food still needs to get ready .,great time my food really needs to get up .,4
no everytime my food still needs to get ready .,my time my food is going to me .,2
no everytime my food still needs to get ready .,nice wonder my food still done to get great .,3
no lights @ night !,great flowers in night !,3
no lights @ night !,great pancakes donuts night !,3
no lights @ night !,nice family style night !,3
no one said a word to us even though they made eye contact .,"great pizza , a vibe to us even though they made eye job .",3
no one said a word to us even though they made eye contact .,no one knows a word to me even sure they handled her out .,3
no outside beverages allowed . '',great job special .,3
no outside beverages allowed . '',great outdoor tables needed .,3
no outside beverages allowed . '',nice neighborhood joint burritos .,3
no sign of the manager .,great sign of the staff .,5
no sign of the manager .,nice fan of the meal .,2
no sign of the manager .,no happy of the menu .,2
not much selection here and a lot of dried food items .,a nice selection place and a lot of casual food items .,3
not much selection here and a lot of dried food items .,always good selection here and a lot of fresh food items .,3
